creator_clean,gender,birth_year,match_status
DE ALBERTIS Sebastiano,unknown,,not_found
MORBELLI Angelo,unknown,,not_found
PELLIZZA DA VOLPEDO Giuseppe,unknown,,not_found
BERTRAND E.,unknown,,not_found
FERRARI Giuseppe,unknown,,not_found
FERRARI Arturo,unknown,,not_found
DI GIOVANNI Luigi,unknown,,not_found
DELANCE Paul Louis,unknown,,not_found
MICHIS Pietro,unknown,,not_found
DELLEANI Lorenzo,unknown,,not_found
GIULIANO Bartolomeo,unknown,,not_found
FAVRETTO Giacomo,unknown,,not_found
DE TIVOLI Serafino,unknown,,not_found
CALAME Alexandre,unknown,,not_found
COURBET Gustave,unknown,,not_found
DELAROCHE Paul,unknown,,not_found
"Lancret, Nicolas",male,1689,matched
"Fattori, Giovanni",male,1825,matched
"Palizzi, Filippo",male,1818,matched
"Sommariva, Emilio",male,1883,matched
"Lessi, Giovanni",male,1852,matched
"Koninck, Philips de",male,1619,matched
GABINIO MARIO,unknown,,not_found
"Velazquez, Diego Rodriguez de Silva Y",unknown,,not_found
SCHIAPARELLI Cesare,unknown,,not_found
Studio Sommariva,unknown,,not_found
CEPPI Carlo,unknown,,not_found
Summary study,unknown,,not_found
"Dall'Armi, Giancarlo",unknown,,not_found
Anonymous,unknown,,not_found
"Le Nain, Louis",male,1593,matched
Pais Francesco,unknown,,not_found
"Oudry, Jean Baptiste",unknown,,not_found
"Boucher, Franois;;Boucher, Francois",unknown,,not_found
"Desportes, Franois",unknown,,not_found
Carpaccio Vittore,unknown,,not_found
"Chardin, Jean-Baptiste-Simon",unknown,,not_found
"Millet, Jean-Franois",unknown,,not_found
"Maes, Nicolaes",male,1634,matched
"Hals, Frans",male,1582,matched
"Van Goyen, Jan",unknown,,not_found
"Ter Borch, Gerard",unknown,,not_found
"Alinari, Fratelli",unknown,,not_found
Veronese Paolo Caliari known as,unknown,,not_found
"Spagnolo, Giuseppe Maria Crespi, known as",unknown,,not_found
Crespi Daniele,unknown,,not_found
"Gozzoli, Benozzo, Benozzo di Lese, known as",unknown,,not_found
"Miola, Camillo",male,1840,matched
Nerbini Publishing House,unknown,,not_found
GALLIA Pietro,unknown,,not_found
REGGIANI Mauro,unknown,,not_found
VELLAN Felice,unknown,,not_found
AJMONE Lidio,unknown,,not_found
GRANDE Giovanni,unknown,,not_found
PIRANDELLO Fausto Calogero,unknown,,not_found
BALLA Giacomo,unknown,,not_found
CARENA Felice,unknown,,not_found
SOLDATI Atanasio,unknown,,not_found
ALCIATI Evangelina Emma,unknown,,not_found
BARTOLENA Giovanni,unknown,,not_found
MELANO Michelangelo,unknown,,not_found
CALDERINI Luigi,unknown,,not_found
NEWBERY Francis Henry,unknown,,not_found
FERRAUDI Giuseppe,unknown,,not_found
BOCCA Luigi,unknown,,not_found
VERNO Camillo,unknown,,not_found
GACHET Mario,unknown,,not_found
CARUTTI DI CANTOGNO Augusto,unknown,,not_found
MANZONE Giuseppe,unknown,,not_found
OLIVARI Eugenio,unknown,,not_found
BECHLER Gustav,unknown,,not_found
RHO Camillo,unknown,,not_found
BURATTI Domenico,unknown,,not_found
MAGGI Cesare,unknown,,not_found
FERRO Cesare,unknown,,not_found
PUGLIESE LEVI Clemente,unknown,,not_found
SOBRILE Giuseppe,unknown,,not_found
GUARLOTTI Giovanni,unknown,,not_found
GALANTE Nicola,unknown,,not_found
DE PISIS Filippo,unknown,,not_found
VALINOTTI Domenico,unknown,,not_found
DE CHIRICO Giorgio,unknown,,not_found
SPADINI Armando,unknown,,not_found
FALCHETTI Alberto,unknown,,not_found
DEABATE Teonesto,unknown,,not_found
TROMBADORI Francesco,unknown,,not_found
FRISE Donato,unknown,,not_found
MENZIO Francesco,unknown,,not_found
FRISIA Donato,unknown,,not_found
TOSI Arturo,unknown,,not_found
MORANDI Giorgio,unknown,,not_found
CHESSA Gigi,unknown,,not_found
GUIDI Virgilio,unknown,,not_found
SIRONI Mario,unknown,,not_found
DALL'OCA BIANCA Angelo,unknown,,not_found
CASORATI Felice,unknown,,not_found
KISLING Moise,unknown,,not_found
CORSI Carlo,unknown,,not_found
BOZINO Attilio,unknown,,not_found
SOLAVAGGIONE Piero,unknown,,not_found
CASORATI MAUGHAM Daphne,unknown,,not_found
POUGNY Jean,unknown,,not_found
PETRELLA DA BOLOGNA Vittorio,unknown,,not_found
DEPETRIS Giovanni,unknown,,not_found
MUS Italo,unknown,,not_found
LONGONI Emilio,unknown,,not_found
ARBARELLO Luigi,unknown,,not_found
BAZZARO Leonardo,unknown,,not_found
BERTIERI Pilade,unknown,,not_found
BOLONGARO Luigi,unknown,,not_found
SERRA Ernesto,unknown,,not_found
PIUMATI Giovanni,unknown,,not_found
Mario REVIGLATION,unknown,,not_found
LEVIS Giuseppe Augusto,unknown,,not_found
ROSSOTTI Matteoda Angelo,unknown,,not_found
BOSIA Agostino,unknown,,not_found
DE GRADA Raffaele,unknown,,not_found
PELUZZI Eso,unknown,,not_found
SOFFICI Ardengo,unknown,,not_found
GROSSO Orlando,unknown,,not_found
SOBRERO Emilio,unknown,,not_found
CAFFASS Alberto,unknown,,not_found
BOLDINI Giovanni,unknown,,not_found
DI GIORGIO Ettore,unknown,,not_found
Peter Antonio,unknown,,not_found
SOLAVAGGIONE Pietro,unknown,,not_found
ROSAI Ottone,unknown,,not_found
FUNI Achille,unknown,,not_found
MODIGLIANI Amedeo,unknown,,not_found
BERNASCONI Ugo,unknown,,not_found
ITTEN Johannes,unknown,,not_found
DEPERO Fortunato,unknown,,not_found
LICINI Osvaldo,unknown,,not_found
ONETTI Luigi,unknown,,not_found
GIANI John,unknown,,not_found
SALIETTI Alberto,unknown,,not_found
Domenico VALINOTES,unknown,,not_found
MALVAN Ugo,unknown,,not_found
GUTTUSO Renato,unknown,,not_found
ALIMANDI Enrico,unknown,,not_found
CAVALLA Giuseppe,unknown,,not_found
CABUTTI Camillo Filippo,unknown,,not_found
CHIALIVA Luigi,unknown,,not_found
BOZZALLA Giuseppe,unknown,,not_found
CANE Carlo,unknown,,not_found
ROSSI Luigi,unknown,,not_found
OLIVERO Matteo,unknown,,not_found
DURANTE Domenico Maria,unknown,,not_found
FRAMEWORK,unknown,,not_found
DE BERNARDI Domenico,unknown,,not_found
CARRA' Carlo,unknown,,not_found
BOETTO Giulio,unknown,,not_found
BIANCO Pieretto,unknown,,not_found
BERNARDI Romolo,unknown,,not_found
CIARDO Vincenzo,unknown,,not_found
Carlo PRADA,unknown,,not_found
SPAZZAPAN Luigi,unknown,,not_found
BERTINARIA Augusto,unknown,,not_found
QUINTAVALLE Noel,unknown,,not_found
SEMEGHTS,unknown,,not_found
DEL BON Angelo,unknown,,not_found
BOCCIONI Umberto,unknown,,not_found
EXHIBITION,unknown,,not_found
SEVERINI Gino,unknown,,not_found
BLOCH Albert,unknown,,not_found
ISSUPOFF Alessio,unknown,,not_found
BISTOLFI Leonardo,unknown,,not_found
MUCCHI VIGNOLI Anton Maria,unknown,,not_found
SACHERI Giuseppe,unknown,,not_found
SAVINIO Alberto,unknown,,not_found
CAMPIGLI Massimo,unknown,,not_found
Aldo Calvo,unknown,,not_found
TÀPIES Antoni,unknown,,not_found
"Claesz, Pieter",male,1597,matched
HEALTH Antonio,unknown,,not_found
"Sernesi, Raffaello",male,1838,matched
"Czanne Paul ;;Cezanne, Paul",unknown,,not_found
"Lega, Silvestro",male,1826,matched
"Pitocchetto, Giacomo Ceruti, known as",unknown,,not_found
Manet douard,unknown,,not_found
"Delleani, Lorenzo",male,1840,matched
"Caprile, Vincenzo",male,1856,matched
"Paoletti, Paolo",male,1952,matched
"Chiti, Guido",male,1918,matched
Tacchini Giuseppe,unknown,,not_found
"Baschenis, Evaristo",male,1617,matched
"Grechetto, Castiglione, Giovanni Benedetto called the",unknown,,not_found
"Nani, Giacomo",male,1725,matched
"Gobbo dei Carracci, Pietro Paolo Bonzi, called",unknown,,not_found
Lepri Mario,unknown,,not_found
Renoir Pierre Auguste,unknown,,not_found
Anonimo,unknown,,not_found
Situ Zhaoguang,male,1940,matched
"Berckheyde, Gerrit",male,1638,matched
Fantin Latour Henri,unknown,,not_found
"Van Aelst, Willem",unknown,,not_found
Signorini Telemaco,unknown,,not_found
"Vecchietta, Lorenzo di Pietro, called the",unknown,,not_found
"Caravaggio, Michelangelo Merisi, known as",unknown,,not_found
"Recco, Giuseppe",male,1634,matched
"Londonio, Francesco",male,1723,matched
Chesley Benestell,unknown,,not_found
"Monti, Paolo",male,1908,matched
Tacchini Alvaro,unknown,,not_found
Giotto di Bondone,male,1276,matched
Alessio De Marchis,unknown,,not_found
MORENI Mattia,unknown,,not_found
GRIFFA Giorgio,unknown,,not_found
GALLIZIO Pinot,unknown,,not_found
AFRO,unknown,,not_found
ROMITI Sergio,unknown,,not_found
VEDOVA Emilio,unknown,,not_found
SANTOMASO Giuseppe,unknown,,not_found
CAPOGROSSI Giuseppe,unknown,,not_found
CHIGHINE Alfredo,unknown,,not_found
MACCARI Mino,unknown,,not_found
DA MILANO Giulio,unknown,,not_found
MUCCHI Gabriele,unknown,,not_found
KERMADEC Eugène Nestor,unknown,,not_found
NIGRO Mario,unknown,,not_found
DORAZIO Piero,unknown,,not_found
SCHIFANO Mario,unknown,,not_found
VAGNETTI Gianni,unknown,,not_found
Mino MACCARI,unknown,,not_found
HELMAN Robert,unknown,,not_found
ZANIBELLI Luisa,unknown,,not_found
Giulio Pignatta,male,1684,matched
MASSON André,unknown,,not_found
LEGER Fernand,unknown,,not_found
Maria Giovanna Battista Clementi,unknown,,not_found
Carlo Labruzzi,male,1748,matched
SCANAVINO Emilio,unknown,,not_found
Scuola Piemontese,unknown,,not_found
François Xavier Fabre,unknown,,not_found
Giorgio De Chirico,male,1888,matched
Bottega di Antonio Amorosi,unknown,,not_found
Pietro Benvenuti,male,1769,matched
"Le Voci, Luigi",unknown,,not_found
Copia da Raffaello,unknown,,not_found
Ambito di Pietro Vannucci detto il Perugino,unknown,,not_found
Francesco Appiani,male,1704,matched
Alessandro Allori,male,1535,matched
Ambito di Alessandro Turchi detto l’Orbetto,unknown,,not_found
Leonor Fini,unknown,,not_found
MTB-PE-477,unknown,,not_found
MTB-PE-79,unknown,,not_found
"Santa Sang, mestre de la",unknown,,not_found
MTB-PE-196,unknown,,not_found
MTB-PE-27,unknown,,not_found
"Cort, Cornelis, ca. 1533-1578",unknown,,not_found
"Bos, Cornelis, ca. 1506-1555",unknown,,not_found
MTB-PE-34,unknown,,not_found
"Giner, Tomàs",unknown,,not_found
"Tisi, Benvenuto. El Garofalo",unknown,,not_found
"Huguet, Jaume",male,1445,matched
"Peris, Gonçal",unknown,,not_found
MTB-PE-644,unknown,,not_found
MTB-PE-764,unknown,,not_found
MTB-PE-157,unknown,,not_found
MTB-PE-595,unknown,,not_found
MTB-PE-250,unknown,,not_found
MTB-PE-761,unknown,,not_found
MTB-PE-361,unknown,,not_found
MTB-PE-155,unknown,,not_found
MTB-PE-863,unknown,,not_found
MTB-PE-16,unknown,,not_found
MTB-PE-30,unknown,,not_found
MTB-PE-286,unknown,,not_found
MTB-PE-579,unknown,,not_found
MTB-PE-617,unknown,,not_found
MTB-PE-491,unknown,,not_found
MTB-PE-190,unknown,,not_found
MTB-PE-246,unknown,,not_found
MTB-PE-385,unknown,,not_found
MTB-PE-495,unknown,,not_found
MTB-PE-616,unknown,,not_found
MTB-PE-465,unknown,,not_found
MTB-PE-195,unknown,,not_found
MTB-PE-840,unknown,,not_found
MTB-PE-139,unknown,,not_found
MTB-PE-556,unknown,,not_found
MTB-PE-39,unknown,,not_found
MTB-PE-67,unknown,,not_found
MTB-PE-441,unknown,,not_found
MTB-PE-172,unknown,,not_found
MTB-PE-275,unknown,,not_found
MTB-PE-28,unknown,,not_found
MTB-PE-23,unknown,,not_found
MTB-PE-774,unknown,,not_found
MTB-PE-46,unknown,,not_found
MTB-PE-96,unknown,,not_found
"Sadeler, Johan, 1550-1600",unknown,,not_found
"Carracci, Annibale, 1560-1609",unknown,,not_found
MTB-PE-479,unknown,,not_found
MTB-PE-489,unknown,,not_found
MTB-PE-480,unknown,,not_found
MTB-PE-265,unknown,,not_found
MTB-PE-327,unknown,,not_found
MTB-PE-129,unknown,,not_found
MTB-PE-164,unknown,,not_found
MTB-PE-29,unknown,,not_found
MTB-PE-120,unknown,,not_found
MTB-PE-192,unknown,,not_found
MTB-PE-307,unknown,,not_found
MTB-PE-747,unknown,,not_found
"Barocci, Federico, ca. 1528-1612",unknown,,not_found
MTB-PE-488,unknown,,not_found
"Rota, Martino, ca. 1520-1583",unknown,,not_found
"Anonymous Italian, s. XVI",unknown,,not_found
MTB-PE-382,unknown,,not_found
"Anónimo italiano, s. XVI",unknown,,not_found
MTB-PE-471,unknown,,not_found
MTB-PE-705,unknown,,not_found
MTB-PE-335,unknown,,not_found
MTB-PE-490,unknown,,not_found
MTB-PE-588,unknown,,not_found
MTB-PE-625,unknown,,not_found
MTB-PE-66,unknown,,not_found
MTB-PE-653,unknown,,not_found
MTB-PE-486,unknown,,not_found
MTB-PE-174,unknown,,not_found
MTB-PE-142,unknown,,not_found
MTB-PE-481,unknown,,not_found
MTB-PE-484,unknown,,not_found
MTB-PE-134,unknown,,not_found
"Anónimo flamenco, s. XVI",unknown,,not_found
MTB-PE-254,unknown,,not_found
MTB-PE-12,unknown,,not_found
"Marelli, Michelangelo, fl. 1578-1602",unknown,,not_found
"Anónimo italiano. El Escorial, s. XVI",unknown,,not_found
MTB-PE-26,unknown,,not_found
MTB-PE-703,unknown,,not_found
MTB-PE-482,unknown,,not_found
"Musi, Agostino, ca. 1490- ca. 1540",unknown,,not_found
MTB-PE-440,unknown,,not_found
MTB-PE-860,unknown,,not_found
"Greuter, Matthäus, ca. 1566-1638",unknown,,not_found
"Carracci, Agostino, 1557-1602",unknown,,not_found
MTB-PE-54,unknown,,not_found
MTB-PE-601,unknown,,not_found
MTB-PE-216,unknown,,not_found
MTB-PE-788,unknown,,not_found
MTB-PE-820,unknown,,not_found
MTB-PE-44,unknown,,not_found
MTB-PE-10,unknown,,not_found
MTB-PE-557,unknown,,not_found
MTB-PE-103,unknown,,not_found
MTB-PE-294,unknown,,not_found
MTB-PE-461,unknown,,not_found
MTB-PE-492,unknown,,not_found
MTB-PE-497,unknown,,not_found
MTB-PE-618,unknown,,not_found
MTB-PE-33,unknown,,not_found
MTB-PE-187,unknown,,not_found
MTB-PE-316,unknown,,not_found
MTB-PE-852,unknown,,not_found
MTB-PE-463,unknown,,not_found
MTB-PE-140,unknown,,not_found
MTB-PE-55,unknown,,not_found
MTB-PE-240,unknown,,not_found
MTB-PE-88,unknown,,not_found
MTB-PE-31,unknown,,not_found
MTB-PE-824,unknown,,not_found
MTB-PE-41,unknown,,not_found
MTB-PE-371,unknown,,not_found
"Caraglio, Giovanni Jacopo, ca. 1505-1565",unknown,,not_found
"Villamena, Francesco, 1566-1624",unknown,,not_found
MTB-PE-116,unknown,,not_found
MTB-PE-112,unknown,,not_found
MTB-PE-806,unknown,,not_found
MTB-PE-493,unknown,,not_found
MTB-PE-664,unknown,,not_found
MTB-PE-20,unknown,,not_found
MTB-PE-220,unknown,,not_found
MTB-PE-843,unknown,,not_found
MTB-PE-65,unknown,,not_found
MTB-PE-332,unknown,,not_found
MTB-PE-181,unknown,,not_found
MTB-PE-781,unknown,,not_found
MTB-PE-107,unknown,,not_found
MTB-PE-517,unknown,,not_found
"Anónimo, s. XVI",unknown,,not_found
"Soye, Philippe, ca. 1538-1572",unknown,,not_found
MTB-PE-592,unknown,,not_found
MTB-PE-6,unknown,,not_found
"C. H. K. , s. XVI",unknown,,not_found
"Ghisi, Giorgio, ca. 1520-1582",unknown,,not_found
"C. B. , s. XVI-XVII",unknown,,not_found
MTB-PE-38,unknown,,not_found
MTB-PE-745,unknown,,not_found
MTB-PE-123,unknown,,not_found
MTB-PE-786,unknown,,not_found
"Scultori, Adamo, ca. 1530-1587",unknown,,not_found
"Greco, Michele, fl. 1541-1604",unknown,,not_found
MTB-PE-406,unknown,,not_found
MTB-PE-145,unknown,,not_found
MTB-PE-8,unknown,,not_found
MTB-PE-306,unknown,,not_found
MTB-PE-529,unknown,,not_found
"Sammacchini, Orazio, 1532-1577",unknown,,not_found
"Castello, Giovanni Battista, 1509-1569",unknown,,not_found
MTB-PE-407,unknown,,not_found
MTB-PE-825,unknown,,not_found
MTB-PE-78,unknown,,not_found
MTB-PE-25,unknown,,not_found
MTB-PE-315,unknown,,not_found
MTB-PE-487,unknown,,not_found
MTB-PE-94,unknown,,not_found
MTB-PE-75,unknown,,not_found
MTB-PE-283,unknown,,not_found
MTB-PE-194,unknown,,not_found
MTB-PE-293,unknown,,not_found
MTB-PE-72,unknown,,not_found
MTB-PE-126,unknown,,not_found
MTB-PE-381,unknown,,not_found
MTB-PE-483,unknown,,not_found
MTB-PE-620,unknown,,not_found
MTB-PE-19,unknown,,not_found
MTB-PE-218,unknown,,not_found
MTB-PE-214,unknown,,not_found
"Cungi, Camillo, fl. 1600-1650",unknown,,not_found
"Lucas van Leyden, ca. 1494-1533",unknown,,not_found
MTB-PE-102,unknown,,not_found
MTB-PE-182,unknown,,not_found
MTB-PE-637,unknown,,not_found
MTB-PE-373,unknown,,not_found
MTB-PE-37,unknown,,not_found
MTB-PE-32,unknown,,not_found
MTB-PE-716,unknown,,not_found
MTB-PE-109,unknown,,not_found
MTB-PE-22,unknown,,not_found
MTB-PE-175,unknown,,not_found
MTB-PE-501,unknown,,not_found
MTB-PE-21,unknown,,not_found
"Il Parmigianino, 1503-1540",unknown,,not_found
Juan Ramos,male,1971,matched
MTB-PE-555,unknown,,not_found
"Perino del Vaga, 1501-1547",unknown,,not_found
"Bandinelli, Baccio, 1493-1560",unknown,,not_found
MTB-PE-844,unknown,,not_found
MTB-PE-24,unknown,,not_found
MTB-PE-151,unknown,,not_found
MTB-PE-74,unknown,,not_found
"Sánchez Gallque, Andrés",male,1600,matched
MTB-PE-17,unknown,,not_found
"Callot, Jacques, 1592-1635",unknown,,not_found
"García Hidalgo, José, 1646-1719",unknown,,not_found
"La Hire, Laurent de, 1606-1656",unknown,,not_found
MTB-PE-746,unknown,,not_found
MTB-PE-688,unknown,,not_found
MTB-PE-691,unknown,,not_found
MTB-PE-814,unknown,,not_found
MTB-PE-755,unknown,,not_found
MTB-PE-865,unknown,,not_found
MTB-PE-1101,unknown,,not_found
MTB-PE-51,unknown,,not_found
MTB-PE-679,unknown,,not_found
MTB-PE-650,unknown,,not_found
MTB-PE-811,unknown,,not_found
"Coello, Claudio, 1642-1693",unknown,,not_found
MTB-PE-807,unknown,,not_found
MTB-PE-542,unknown,,not_found
MTB-PE-751,unknown,,not_found
MTB-PE-566,unknown,,not_found
"Dorigny, Michel, 1617-1685",unknown,,not_found
MTB-PE-498,unknown,,not_found
MTB-PE-681,unknown,,not_found
MTB-PE-160,unknown,,not_found
MTB-PE-686,unknown,,not_found
"Murillo, Bartolomé Esteban, 1617-1682",unknown,,not_found
MTB-PE-130,unknown,,not_found
"Carducho, Vicente, ca. 1576-1638",unknown,,not_found
MTB-PE-154,unknown,,not_found
MTB-PE-292,unknown,,not_found
MTB-PE-831,unknown,,not_found
MTB-PE-395,unknown,,not_found
MTB-PE-351,unknown,,not_found
MTB-PE-247,unknown,,not_found
MTB-PE-362,unknown,,not_found
MTB-PE-446,unknown,,not_found
MTB-PE-273,unknown,,not_found
MTB-PE-1102,unknown,,not_found
"Rizi, Francisco, 1614-1685",unknown,,not_found
MTB-PE-416,unknown,,not_found
"Orrente, Pedro, 1580-1645",unknown,,not_found
"Mellan, Claude, 1598-1688",unknown,,not_found
"Giordano, Luca",male,1634,matched
"Giovanni Lanfranco, Cercle de",unknown,,not_found
MTB-PE-257,unknown,,not_found
MTB-PE-336,unknown,,not_found
MTB-PE-682,unknown,,not_found
MTB-PE-345,unknown,,not_found
MTB-PE-457,unknown,,not_found
MTB-PE-158,unknown,,not_found
MTB-PE-398,unknown,,not_found
MTB-PE-570,unknown,,not_found
"Langetti, Giovanni Battista",male,1625,matched
MTB-PE-572,unknown,,not_found
MTB-PE-350,unknown,,not_found
MTB-PE-636,unknown,,not_found
"Sadeler, Raphael, 1561-1632",unknown,,not_found
MTB-PE-430,unknown,,not_found
"Perret, Pedro, m.1639",unknown,,not_found
MTB-PE-1103,unknown,,not_found
"Jode, Pieter de, 1606-ca. 1674",unknown,,not_found
MTB-PE-586,unknown,,not_found
MTB-PE-111,unknown,,not_found
MTB-PE-367,unknown,,not_found
MTB-PE-91,unknown,,not_found
"Carreño de Miranda, Juan, 1614-1685",unknown,,not_found
MTB-PE-378,unknown,,not_found
MTB-PE-849,unknown,,not_found
MTB-PE-659,unknown,,not_found
"Stevens, Pieter, fl. 1689",unknown,,not_found
MTB-PE-303,unknown,,not_found
MTB-PE-205,unknown,,not_found
MTB-PE-1,unknown,,not_found
MTB-PE-812,unknown,,not_found
MTB-PE-630,unknown,,not_found
MTB-PE-359,unknown,,not_found
MTB-PE-270,unknown,,not_found
"Anónimo español. Córdoba, s. XVII",unknown,,not_found
MTB-PE-460,unknown,,not_found
"Pontius, Paulus, 1603-1658",unknown,,not_found
"Rubens, Peter Paul, 1577-1640",unknown,,not_found
"Giordano, Luca, 1634-1705",unknown,,not_found
MTB-PE-684,unknown,,not_found
MTB-PE-856,unknown,,not_found
"Voët, Alexander, ca. 1613-ca. 1673",unknown,,not_found
MTB-PE-408,unknown,,not_found
"Fontana, Carlo, 1638-1714",unknown,,not_found
"Suyderhoff, Jonas, 1613-1686",unknown,,not_found
MTB-PE-739,unknown,,not_found
"Arriola, Julián, ca. 1651-fl. 1705",unknown,,not_found
"Jiménez Donoso, José, ca. 1632-1690",unknown,,not_found
MTB-PE-740,unknown,,not_found
MTB-PE-830,unknown,,not_found
MTB-PE-578,unknown,,not_found
MTB-PE-577,unknown,,not_found
MTB-PE-352,unknown,,not_found
MTB-PE-817,unknown,,not_found
MTB-PE-744,unknown,,not_found
MTB-PE-106,unknown,,not_found
MTB-PE-276,unknown,,not_found
MTB-PE-125,unknown,,not_found
MTB-PE-377,unknown,,not_found
MTB-PE-531,unknown,,not_found
MTB-PE-119,unknown,,not_found
"Rembrandt Harmenszoon van Rijn, 1606-1669",unknown,,not_found
MTB-PE-813,unknown,,not_found
MTB-PE-478,unknown,,not_found
MTB-PE-656,unknown,,not_found
"Anónimo español. Sevilla, s. XVII",unknown,,not_found
"Rosa, Salvatore, 1615-1673",unknown,,not_found
MTB-PE-683,unknown,,not_found
MTB-PE-329,unknown,,not_found
MTB-PE-714,unknown,,not_found
MTB-PE-724,unknown,,not_found
MTB-PE-239,unknown,,not_found
MTB-PE-304,unknown,,not_found
MTB-PE-115,unknown,,not_found
MTB-PE-506,unknown,,not_found
"Vorsterman, Luke, 1595-1675",unknown,,not_found
MTB-PE-591,unknown,,not_found
MTB-PE-360,unknown,,not_found
"Galle, Cornelis, 1615-1678",unknown,,not_found
"Vásquez de Arce y Ceballos, Gregorio",male,1638,matched
Anónimo,unknown,,not_found
"Antolínez, José []",unknown,,not_found
"Cajés, Eugenio, 1574-1634",unknown,,not_found
"Camilo, Francisco, ca. 1614-1673",unknown,,not_found
"Boissens, Cornelis Dirckszoon, 1569-1635",unknown,,not_found
"Sadeler, Ægidius, ca. 1568-1629",unknown,,not_found
"Anónimo español. Madrid, s. XVII",unknown,,not_found
MTB-PE-136,unknown,,not_found
"Cerezo, Mateo, 1637-1666",unknown,,not_found
"Poussin, Nicolas, 1594-1665",unknown,,not_found
"Anónimo español. Valencia, s. XVII",unknown,,not_found
"Matías de Torres , 1635 - Lugar de defunción: Madrid, 1711) Escuela/Taller: Escuela madrileña",unknown,,not_found
MTB-PE-533,unknown,,not_found
MTB-PE-47,unknown,,not_found
"Castillo, Antonio del, 1616-1668",unknown,,not_found
"Mercati, Giovanni Battista, fl. 1600-1650",unknown,,not_found
MTB-PE-445,unknown,,not_found
MTB-PE-263,unknown,,not_found
MTB-PE-590,unknown,,not_found
MTB-PE-702,unknown,,not_found
MTB-PE-757,unknown,,not_found
"Correa, Nicolás",male,1983,matched
"García Reinoso, Antonio, ca. 1623-1677",unknown,,not_found
"Espinosa, Jerónimo Jacinto de, 1600-1667",unknown,,not_found
"Cano, Alonso, 1601-1667",unknown,,not_found
"Carducho, Vicente Taller de, ca. 1576-1638",unknown,,not_found
MTB-PE-236,unknown,,not_found
MTB-PE-847,unknown,,not_found
"Carracci, Lodovico, 1555-1619",unknown,,not_found
"González, Miguel González, Juan",unknown,,not_found
"González, Juan González, Miguel",unknown,,not_found
"Carducho, Bartolomé, 1560-1608",unknown,,not_found
"Palomino de Castro y Velasco, Antonio, 1655-1726",unknown,,not_found
"González, Miguel",male,1984,matched
"Earlom, Richard, 1743-1822",unknown,,not_found
"Strange, Robert, 1721-1792",unknown,,not_found
"Major, Thomas, ca. 1720-1799",unknown,,not_found
"Birrell, A.",male,1770,matched
"Tiepolo, Lorenzo Baldissera, 1736-1776",unknown,,not_found
"Maura Montaner, Bartolomé, 1844-1926",unknown,,not_found
MTB-PE-837,unknown,,not_found
MTB-PE-602,unknown,,not_found
"Salvador Carmona, Juan Antonio, 1740-1805",unknown,,not_found
"Houasse, Michel-Ange, 1680-1730",unknown,,not_found
MTB-PE-80,unknown,,not_found
"Walker, William, 1729-1793",unknown,,not_found
"Shelley, Samuel, 1750-1808",unknown,,not_found
"Rooker, E.",unknown,,not_found
"Bueno, León, s. XVIII",unknown,,not_found
"Barcelón, Juan, 1739-1801",unknown,,not_found
"Anónimo inglés, s. XVIII",unknown,,not_found
"Mengs, Anton Raphael, 1728-1779",unknown,,not_found
"Anónimo, s. XVIII",unknown,,not_found
MTB-PE-623,unknown,,not_found
MTB-PE-328,unknown,,not_found
"Audenaerd, Robert van, 1663-1743",unknown,,not_found
"Salvador Maella, Marià",unknown,,not_found
MTB-PE-596,unknown,,not_found
MTB-PE-610,unknown,,not_found
MTB-PE-509,unknown,,not_found
MTB-PE-456,unknown,,not_found
MTB-PE-658,unknown,,not_found
"Vergara, José, 1726-1799",unknown,,not_found
"Boucher, François, 1703-1770",unknown,,not_found
MTB-PE-199,unknown,,not_found
"Sequeira, Domingos Antonio de, 1768-1837",unknown,,not_found
MTB-PE-655,unknown,,not_found
MTB-PE-282,unknown,,not_found
"Tiepolo, Giovanni Domenico, 1727-1804",unknown,,not_found
"Cars, Laurent, ca. 1699-1771",unknown,,not_found
MTB-PE-862,unknown,,not_found
MTB-PE-426,unknown,,not_found
MTB-PE-567,unknown,,not_found
MTB-PE-152,unknown,,not_found
"Gucht, Gerard Van der, 1696-1776",unknown,,not_found
"Hooper, Samuel, fl. 1756-1793",unknown,,not_found
"Frey, Jakob, 1681-1752",unknown,,not_found
MTB-PE-759,unknown,,not_found
"Aubert, Michel, ca. 1700-1757",unknown,,not_found
MTB-PE-178,unknown,,not_found
"Fessard, Étienne, 1714-1777",unknown,,not_found
"Alegre, Manuel, 1768-1815",unknown,,not_found
"Salvador Carmona, Manuel, 1734-1820",unknown,,not_found
"Muntaner, Francisco, 1743-1805",unknown,,not_found
"Goldar, John, 1729-1795",unknown,,not_found
"Scultori, Diana, ca. 1535?-después de 1588",unknown,,not_found
"Camarón Bonanat, José, 1731-1803",unknown,,not_found
MTB-PE-207,unknown,,not_found
MTB-PE-9,unknown,,not_found
MTB-PE-436,unknown,,not_found
"Escalera, José Nicolás de",unknown,,not_found
"Irala, Matías de, 1680-1753",unknown,,not_found
"Maella, Mariano Salvador, 1739-1819",unknown,,not_found
MTB-PE-165,unknown,,not_found
"Frey, Johannes Pieter de, 1770-1834",unknown,,not_found
MTB-PE-760,unknown,,not_found
MTB-PE-365,unknown,,not_found
MTB-PE-663,unknown,,not_found
MTB-PE-296,unknown,,not_found
